text,title,cleaned_data
"

I recall reading in the recently revised edition of the ""Yeast Connection""
that there is indeed work by researchers to do this.  Of course, they are
working on the theory that candida overbloom with penetration into mucus
membrane tissue with associated ""mild"" inflammatory response can and does
occur in a large number of people.  If you reject this ""yeast hypothesis"",
then I'd guess you'd view this research as one more wasteful and quixotic
endeavor.  Stay tuned.

Jon Noring

-- 

Charter Member --->>>  INFJ Club.",sci.med,i recall reading in the recently revised edition of the yeast connection that there is indeed work by researchers to do this of course they are working on the theory that candida overbloom with penetration into mucus membrane tissue with associated mild inflammatory response can and does occur in a large number of people if you reject this yeast hypothesis then i d guess you d view this research as one more wasteful and quixotic endeavor stay tuned jon noring charter member infj club
"There's this old SE here. It's got the older-style fans that remind
me of a house-ventilator. A cylindrical drum instead of the bladed rotor
I usually see. Anyway, the SE makes this loud buzzing noise due
to vibration somewheres. If I remove the screws and loosen the front
from the back, it quiets down. I can only assume that the fan housing
from this goofy thing is touching the back of the case and vibrating
against it. 

Anyway, any suggestions for where to get replacement fans and how to
""stealth"" this guy? Your experiences welcome.....
",comp.sys.mac.hardware,there s this old se here it s got the older style fans that remind me of a house ventilator a cylindrical drum instead of the bladed rotor i usually see anyway the se makes this loud buzzing noise due to vibration somewheres if i remove the screws and loosen the front from the back it quiets down i can only assume that the fan housing from this goofy thing is touching the back of the case and vibrating against it anyway any suggestions for where to get replacement fans and how to stealth this guy your experiences welcome
":Thanks for all your assistance. I'll see if he can try a
:different brand of patches, although he's tried two brands
:already. Are there more than two?

The brands I can come up with off the top of my head are Nicotrol,
Nicoderm and Habitrol.  There may be a fourth as well.

",sci.med,thanks for all your assistance i ll see if he can try a different brand of patches although he s tried two brands already are there more than two the brands i can come up with off the top of my head are nicotrol nicoderm and habitrol there may be a fourth as well
"Hello all.
	I am thinking about buying an external monitor for my SE/30 and was
wondering if anyone out in netland has any advice for me.
	I am mostly thinking about a 14"" color monitor and an 8 bit card that
can switch between 640*480 and something higher (like 800*600).  I read an
old report on a card from Lapis that could do this, but could not use the
external monitor as the main screen (with menubar) which to me is a major draw-
back.  Has this perhaps been fixed? Or can any other cards do this (like the
Micron Xceed) ?
	Also which monitor should I buy?  At the moment I am leaning towards
the Sony 1304, 1304s or 1320 (what exactly is the difference between these?)
but are there any other good cheap monitors I should know about?  Doesn't the
monitor have to be multisync to support cards that can switch resolutions?

Please send me e-mail and I'll summarize.

I would also greatly appreciate getting the e-mail addresses of any mail order
companys that sell monitors or cards.

Thanks in advance",comp.sys.mac.hardware,hello all i am thinking about buying an external monitor for my se and was wondering if anyone out in netland has any advice for me i am mostly thinking about a color monitor and an bit card that can switch between and something higher like i read an old report on a card from lapis that could do this but could not use the external monitor as the main screen with menubar which to me is a major draw back has this perhaps been fixed or can any other cards do this like the micron xceed also which monitor should i buy at the moment i am leaning towards the sony s or what exactly is the difference between these but are there any other good cheap monitors i should know about doesn t the monitor have to be multisync to support cards that can switch resolutions please send me e mail and i ll summarize i would also greatly appreciate getting the e mail addresses of any mail order companys that sell monitors or cards thanks in advance
"
Have you tried the library?
Since you go to WPI (so do I), go to AK and look on the first floor, a 
professor has posted an IEEE (i believe) spec sheet on the 68060 which
is around 10 pages long.  I'm sure the library has the info you request, It's
just a matter of finding it.


Hope this helps,
Bret Chase


",comp.sys.mac.hardware,have you tried the library since you go to wpi so do i go to ak and look on the first floor a professor has posted an ieee i believe spec sheet on the which is around pages long i m sure the library has the info you request it s just a matter of finding it hope this helps bret chase
"Dean Velasco quoted a letter from James M Stowell, president of
Moody Bible Institute:



There has been a lot of discussion, but so far nobody seems to have hit on
exactly what the criticism of ""arrogance"" is aimed at.

The arrogance being attacked is that we ""think we are the only ones who know
what the absolutes are"".  In short, many evangelicals claim that they are
infallible on the matter of religious texts.

In particular, the problem is one of epistemology.  As a shorthand, you can
think of epistemology as ""how do you know?""  That question, it turns out, is
a very troubling one.

The problem with `absolute certainty' is that, at the bottom, at least some of
the thinking goes on inside your own head.  Unless you can be certain that
everything which happens in your head is infallible, the reasoning you did to
discover a source of truth is in question.

And that means you do NOT have absolute justification for your source of
authority -- which means you do NOT have absolute certainty.


Let's take the specific example of Biblical Inerrancy, and a fictional
Inerrantist named Zeke.  (The following arguments applies to the idea of
Papal Infallibility, too.)

Zeke has, we presume, spent some time studying the Bible, and history, and
several other topics.  He has concluded, based on all these studies (and
possibly some religious experiences) that the Bible is a source of Absolute
Truth.

He may be correct; but even if he is, he cannot be certain that he is correct.
His conclusion depends on how well he studied history -- he may have made
mistakes, and the references he used may have contained mistakes.  His
conclusion depends on how well he studied the Bible -- he may have made
mistakes.  His conclusion depends on his own reasoning -- and he may have made
mistakes.  (Noticing a common thread yet?  8-)

Everything about his study of the world that he did -- everything that
happened in his own head -- is limited by his own thinking.  No matter what
he does to try and cover his mistakes, he can never be certain of his own
infallibility.  As long as ANY PART of the belief is based on his own
reasoning, that belief cannot be considered ""absolutely certain"".

Zeke believes that he has found a source of absolute truth -- but that belief
is only as good as the quality of the search he made for it.  Unless he can
say that his own reasoning is flawless, his conclusions are in doubt.

Any belief that you hold about absolute sources of truth depends in part on
your own thinking -- there is no way out of the loop.  Only an infallible
thinker can have absolute certainty in all his beliefs.


This is easy to demonstrate.  Let's go back to our shorthand method of doing
epistemology: ""how do you know?""  Imagine a hypothetical discussion:

 A: The Bible is a source of absolute truth.

 B: How do you know?

 A: I studied history and the Bible and religious writings and church
    teachings and came to this conclusion.

 B: How do you know you studied history correctly?

 A: Well, I double-checked everything.

 B: How do you know you double-checked correctly?

 A: Well, I compared my answers with some smart people and we agreed.

 B: Just because some smart guy believes something that doesn't mean it is
    true.  How do you know THEY studied it correctly?

 A: ...

And, as you see, B will eventually get A to the point where he has to say ""I
can't prove that there are no mistakes"" -- and as long as you may have made a
mistake, then you cannot be ABSOLUTELY certain.

There is no way out of the loop.


This is where the ""arrogance of Christians"" arises: many people believe
that their own personal research can give them absolute certainty about the
doctrines of Christianity -- they are implicitly claiming that they are
infallible, and that there is no possibility of mistake.

Claiming that you CANNOT have made a mistake, and that your thinking has led
you to a flawless conclusion, is pretty arrogant.

 *

People who want to see this argument explained in great detail should try to
find _The Infallibility of the Church_, by George Salmon.  He is attacking
the idea that the Pope can be knowably infallible (and he does so very well),
but the general argument applies equally well to the idea that the Bible is
knowably Inerrant.
",soc.religion.christian,dean velasco quoted a letter from james m stowell president of moody bible institute there has been a lot of discussion but so far nobody seems to have hit on exactly what the criticism of arrogance is aimed at the arrogance being attacked is that we think we are the only ones who know what the absolutes are in short many evangelicals claim that they are infallible on the matter of religious texts in particular the problem is one of epistemology as a shorthand you can think of epistemology as how do you know that question it turns out is a very troubling one the problem with absolute certainty is that at the bottom at least some of the thinking goes on inside your own head unless you can be certain that everything which happens in your head is infallible the reasoning you did to discover a source of truth is in question and that means you do not have absolute justification for your source of authority which means you do not have absolute certainty let s take the specific example of biblical inerrancy and a fictional inerrantist named zeke the following arguments applies to the idea of papal infallibility too zeke has we presume spent some time studying the bible and history and several other topics he has concluded based on all these studies and possibly some religious experiences that the bible is a source of absolute truth he may be correct but even if he is he cannot be certain that he is correct his conclusion depends on how well he studied history he may have made mistakes and the references he used may have contained mistakes his conclusion depends on how well he studied the bible he may have made mistakes his conclusion depends on his own reasoning and he may have made mistakes noticing a common thread yet everything about his study of the world that he did everything that happened in his own head is limited by his own thinking no matter what he does to try and cover his mistakes he can never be certain of his own infallibility as long as any part of the belief is based on his own reasoning that belief cannot be considered absolutely certain zeke believes that he has found a source of absolute truth but that belief is only as good as the quality of the search he made for it unless he can say that his own reasoning is flawless his conclusions are in doubt any belief that you hold about absolute sources of truth depends in part on your own thinking there is no way out of the loop only an infallible thinker can have absolute certainty in all his beliefs this is easy to demonstrate let s go back to our shorthand method of doing epistemology how do you know imagine a hypothetical discussion a the bible is a source of absolute truth b how do you know a i studied history and the bible and religious writings and church teachings and came to this conclusion b how do you know you studied history correctly a well i double checked everything b how do you know you double checked correctly a well i compared my answers with some smart people and we agreed b just because some smart guy believes something that doesn t mean it is true how do you know they studied it correctly a and as you see b will eventually get a to the point where he has to say i can t prove that there are no mistakes and as long as you may have made a mistake then you cannot be absolutely certain there is no way out of the loop this is where the arrogance of christians arises many people believe that their own personal research can give them absolute certainty about the doctrines of christianity they are implicitly claiming that they are infallible and that there is no possibility of mistake claiming that you cannot have made a mistake and that your thinking has led you to a flawless conclusion is pretty arrogant people who want to see this argument explained in great detail should try to find the infallibility of the church by george salmon he is attacking the idea that the pope can be knowably infallible and he does so very well but the general argument applies equally well to the idea that the bible is knowably inerrant
"Could someone direct me to information on SCSI performance for each Mac?
(Max throughput, etc.)


Kurt Tiedtke
ktiedtke@jarthur.claremont.edu",comp.sys.mac.hardware,could someone direct me to information on scsi performance for each mac max throughput etc kurt tiedtke ktiedtke jarthur claremont edu
"I've borrowed the 1992-93 version of this book from a friend...holy
moley!  What a wealth of contacts.  Five-hundred pages of information
about electronic artists and organizations around the globe (many have
email addresses).  An up to the minute database of this information is
also available on Minitel (the book's based in France...are there any
Internet=>Minitel gates?).  The book is printed in French and English.
 
To have you or your organization listed in IDEA, just send your
information to:
 
Annick Bureaud
IDEA
57, rue Falguiere
75015 Paris
France
 
It's free to be listed in it, I'm not sure how widely distributed the
book is or how much it costs.  I'm not affiliated with them in any way,
I was just impressed by their collection of organizations and artists.
I highly encourage all involved in electronic media (video, music,
graphics, animation, etc.) to send in your entry and encourage them to
make their database available on Internet.
 
...e
",comp.graphics,i ve borrowed the version of this book from a friend holy moley what a wealth of contacts five hundred pages of information about electronic artists and organizations around the globe many have email addresses an up to the minute database of this information is also available on minitel the book s based in france are there any internet minitel gates the book is printed in french and english to have you or your organization listed in idea just send your information to annick bureaud idea rue falguiere paris france it s free to be listed in it i m not sure how widely distributed the book is or how much it costs i m not affiliated with them in any way i was just impressed by their collection of organizations and artists i highly encourage all involved in electronic media video music graphics animation etc to send in your entry and encourage them to make their database available on internet e
"
   It's worse than that -- there *is* no such thing as
   a double-blind study on the effects of MSG, by
   virtue of the fact that MSG changes the taste of food in
   a characteristic way that is detectable by the subject and
   that cannot be duplicated by a placebo.

Common! You can easily disguise  to flavor of  MSG by putting  it in a
capsule. Then,  the  study  becomes  a  double  blind of  MSG capsules
against control  capsules (containing exactly  the same contents minus
the MSG).
--",sci.med,it s worse than that there is no such thing as a double blind study on the effects of msg by virtue of the fact that msg changes the taste of food in a characteristic way that is detectable by the subject and that cannot be duplicated by a placebo common you can easily disguise to flavor of msg by putting it in a capsule then the study becomes a double blind of msg capsules against control capsules containing exactly the same contents minus the msg
"
 
First of all, the original poster misquoted.  The reference is from 2 Tim 3:16.
The author was Paul, and his revelations were anything but ""(at best) 
second-hand"".

	""And is came about that as [Saul] journeyed, he was approaching
	 Damascus, and suddenly a light from heaven flashed around him; and
	 he fell to the ground, and heard a voice saying to him, ""Saul, Saul,
	 why are you persecuting Me?""  And he said, ""Who art Thou, Lord?""  And
	 He said, ""I am Jesus whom you are persecuting, . . .""
		(Acts 9:3-5, NAS)

Paul received revelation directly from the risen Jesus!  (Pretty cool, eh?)  He
became closely involved with the early church, the leaders of which were 
followers of Jesus throughout his ministry on earth.


I agree.  I don't believe anyone but the Spirit would be able to convince you 
the Spirit exists.  Please don't complain about this being circular.  I know
it is, but really, can anything of the natural world explain the supernatural?
(This is why revelation is necessary to the authors of the Bible.)


The Spirit is part of God.  How much closer to the source can you get?
The Greek in 2 Timothy which is sometimes translated as ""inspired by God"", 
literally means ""God-breathed"".  In other words, God spoke the actual words 
into the scriptures.  Many theologians and Bible scholars (Dr. James Boice is 
one that I can remember off-hand) get quite annoyed by the dryness and 
incompleteness of ""inspired by God"".


That's what the verse taken from 2 Timothy was all about.  The continuity of a 
book written over a span of 1500 years by more than 40 authors from all walks 
of life is a testimony to the single authorship of God.



What source to you claim to have discovered which has information of superior
historicity to the Bible?  Certainly not Josephus' writings, or the writings 
of the Gnostics which were third century, at the earliest.


Jesus was fully God as well.  That's why I'd assert that he is wise.


Please rethink this last paragraph.  If there is no God, which seems to be your
current belief, then Jesus was either a liar or a complete nut because not
only did he assert that God exists, but he claimed to be God himself!  (regards
to C.S. Lewis)  How then could you have the least bit of respect for Jesus?
	In conclusion, be careful about logically unfounded hypotheses based
on gut feelings about the text and other scholars' unsubstantiated claims.  
The Bible pleads that we take it in its entirety or throw the whole book out.
	About your reading of the Bible, not only does the Spirit inspire the
writers, but he guides the reader as well.  We cannot understand it in the 
least without the Spirit's guidance:

	""For to us God revealed them through the Spirit; for the Spirit 
	searches all things, even the depths of God.""  (1 Cor 2:10, NAS)
 
Peace and may God guide us in wisdom.

+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=
Carter C. Page           | Of happiness the crown and chiefest part is wisdom,
A Carpenter's Apprentice | and to hold God in awe.  This is the law that,
cpage@seas.upenn.edu     | seeing the stricken heart of pride brought down,
                         | we learn when we are old.  -Adapted from Sophocles
+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=-+-=+-=-+-=+-=-+=-+-=-+-=-+=-+-=",soc.religion.christian,first of all the original poster misquoted the reference is from tim the author was paul and his revelations were anything but at best second hand and is came about that as saul journeyed he was approaching damascus and suddenly a light from heaven flashed around him and he fell to the ground and heard a voice saying to him saul saul why are you persecuting me and he said who art thou lord and he said i am jesus whom you are persecuting acts nas paul received revelation directly from the risen jesus pretty cool eh he became closely involved with the early church the leaders of which were followers of jesus throughout his ministry on earth i agree i don t believe anyone but the spirit would be able to convince you the spirit exists please don t complain about this being circular i know it is but really can anything of the natural world explain the supernatural this is why revelation is necessary to the authors of the bible the spirit is part of god how much closer to the source can you get the greek in timothy which is sometimes translated as inspired by god literally means god breathed in other words god spoke the actual words into the scriptures many theologians and bible scholars dr james boice is one that i can remember off hand get quite annoyed by the dryness and incompleteness of inspired by god that s what the verse taken from timothy was all about the continuity of a book written over a span of years by more than authors from all walks of life is a testimony to the single authorship of god what source to you claim to have discovered which has information of superior historicity to the bible certainly not josephus writings or the writings of the gnostics which were third century at the earliest jesus was fully god as well that s why i d assert that he is wise please rethink this last paragraph if there is no god which seems to be your current belief then jesus was either a liar or a complete nut because not only did he assert that god exists but he claimed to be god himself regards to c s lewis how then could you have the least bit of respect for jesus in conclusion be careful about logically unfounded hypotheses based on gut feelings about the text and other scholars unsubstantiated claims the bible pleads that we take it in its entirety or throw the whole book out about your reading of the bible not only does the spirit inspire the writers but he guides the reader as well we cannot understand it in the least without the spirit s guidance for to us god revealed them through the spirit for the spirit searches all things even the depths of god cor nas peace and may god guide us in wisdom carter c page of happiness the crown and chiefest part is wisdom a carpenter s apprentice and to hold god in awe this is the law that cpage seas upenn edu seeing the stricken heart of pride brought down we learn when we are old adapted from sophocles
"I've just read Richard Langley's latest ""Navstar GPS Constellation Status"".

It states that the latest satellite was placed in Orbit Plane Position C-3.
There is already one satellite in that position. I know that it's almost
ten years since that satellite was launched but it's still in operation so
why not use it until it goes off?

Why not instead place the new satellite at B-4 since that position is empty
and by this measure have an almost complete GPS-constellation
(23 out of 24)?

/Thomas
================================================================================
Ericsson Telecom, Stockholm, Sweden",sci.space,i ve just read richard langley s latest navstar gps constellation status it states that the latest satellite was placed in orbit plane position c there is already one satellite in that position i know that it s almost ten years since that satellite was launched but it s still in operation so why not use it until it goes off why not instead place the new satellite at b since that position is empty and by this measure have an almost complete gps constellation out of thomas ericsson telecom stockholm sweden
"
His _heart_? This jerk doesn't have a heart, and it beats me why you're
apologizing for him. In my book, behavior like this is unprofessional,
inexcusable, and beyond the pale. If he's overworked, it's because he's too
busy raking in the bucks. More likely, he just likes to push women around.
I'd fire the s.o.b., and get myself another doctor.
",sci.med,his heart this jerk doesn t have a heart and it beats me why you re apologizing for him in my book behavior like this is unprofessional inexcusable and beyond the pale if he s overworked it s because he s too busy raking in the bucks more likely he just likes to push women around i d fire the s o b and get myself another doctor
"

I think APDA has something called MacWireFrame which is a full
wire-frame (and supposedly hidden-line removal) library.
I think it weighs in at $99 (but I've been wrong on an order
of magnitude before)


I can relate to that

					/h+
-- 
 -- Jon W{tte, h+@nada.kth.se, Mac Hacker Deluxe --",comp.graphics,i think apda has something called macwireframe which is a full wire frame and supposedly hidden line removal library i think it weighs in at but i ve been wrong on an order of magnitude before i can relate to that h jon w tte h nada kth se mac hacker deluxe
"
I think one (not ideal) solution is to use the
tracing utility (can't remember the name, sorry!)
included in the Corel Draw s/w pack.  It can convert
bitmaps to Corel art format.  These can then be
imported into a drawing rather than the bitmap.
Result - the file is completely in Corel format and
can be SCODAL'ed no problem!

BUT the slight problem with this, which makes the
solution less than idea, is that the trace utility
spits out many more points than are necessary to
define the shapes being traced.  Straight lines and
curves are both traced as many short segments.

So... the SCODAL taking *much* longer to
image.

The obvious solution is time-consuming - stripping
out the extra points by hand using Corel.

OUCH!
I've done it a few times :-]

                   ^^^^^^^^^^^^^^^^

As I say, if you don't mind the problems, go via the route...
BITMAP -> COREL (VIA TRACE) ->
HAND TRIMMING (USING COREL)!!! ->
COMBINE WITH MAIN COREL PIC (VIA IMPORT) -> SCODAL",comp.graphics,i think one not ideal solution is to use the tracing utility can t remember the name sorry included in the corel draw s w pack it can convert bitmaps to corel art format these can then be imported into a drawing rather than the bitmap result the file is completely in corel format and can be scodal ed no problem but the slight problem with this which makes the solution less than idea is that the trace utility spits out many more points than are necessary to define the shapes being traced straight lines and curves are both traced as many short segments so the scodal taking much longer to image the obvious solution is time consuming stripping out the extra points by hand using corel ouch i ve done it a few times as i say if you don t mind the problems go via the route bitmap corel via trace hand trimming using corel combine with main corel pic via import scodal
"

Exactly when will the hover test be done, and will any of the TV
networks carry it.  I really want to see that...
",sci.space,exactly when will the hover test be done and will any of the tv networks carry it i really want to see that
"
I can't even hear the fan on my 650.....gee I wonder if its working.....yup,
just checked, its exhausting air out the back just fine.

Gary

-- ",comp.sys.mac.hardware,i can t even hear the fan on my gee i wonder if its working yup just checked its exhausting air out the back just fine gary
"
	First of all, I resent your assumption that you know why I
am threatened by science, or even that I am threatened at all,
although I admit the latter.  The reason I am threatened by Science
has nothing to do with my need for proof of my Lord's existence--
God reveals Himself in many ways, including, to some degree,
Science.

	My problem with Science is that often it allows us to
assume we know what is best for ourselves.  God endowed us
with the ability to produce life through sexual relations,
for example, but He did not make that availible to everyone.
Does that mean that if Science can over-ride God's decision
through alterations, that God wills for us to have the power
to decide who should and should not be able to have 
children?  Should men be allowed to have babies, if that
is made possible.

	People have always had the ability to end lives
unnaturally, and soon may have the ability to bring lives
into the world unnaturally.  The closest thing to artificially
created life is artificially created death, and as God
has reserved judgement about when people should die to
Himself, I believe we should rely on God's wisdom about how
people should be brought in to the world.

	This is not to say that I reject all forms of
medical treatment, however.  Treatment that alleviates
pain, or prevents pain from occuring, is perfectly
acceptable, I believe, as it was acceptable for Jesus
to cure the sick.  However, treatment that merely 
prolongs life for no reason, or makes unnecessary 
alterations to the body for mere aesthetic purposes,  
go too far.  Are we not happy with the beauty God
gave us?

	I cannot draw a solid line regarding where I
would approve of Scientific study, and where I would not,
but I will say this:  Before one experiments with the
universe to find out all its secrets, one should ask
why they want this knowledge.  Before one alters the body
they have been given, they should ask themseles why their
body is not satisfactory too them as it is.  I cannot
make any general rules that will cover all the cases, but
I will say that each person should pray for guidance
when trying to unravel the mysteries of the universe, and
should cease their unravelling if they have reason to 
believe their search is displeasing to God.",soc.religion.christian,first of all i resent your assumption that you know why i am threatened by science or even that i am threatened at all although i admit the latter the reason i am threatened by science has nothing to do with my need for proof of my lord s existence god reveals himself in many ways including to some degree science my problem with science is that often it allows us to assume we know what is best for ourselves god endowed us with the ability to produce life through sexual relations for example but he did not make that availible to everyone does that mean that if science can over ride god s decision through alterations that god wills for us to have the power to decide who should and should not be able to have children should men be allowed to have babies if that is made possible people have always had the ability to end lives unnaturally and soon may have the ability to bring lives into the world unnaturally the closest thing to artificially created life is artificially created death and as god has reserved judgement about when people should die to himself i believe we should rely on god s wisdom about how people should be brought in to the world this is not to say that i reject all forms of medical treatment however treatment that alleviates pain or prevents pain from occuring is perfectly acceptable i believe as it was acceptable for jesus to cure the sick however treatment that merely prolongs life for no reason or makes unnecessary alterations to the body for mere aesthetic purposes go too far are we not happy with the beauty god gave us i cannot draw a solid line regarding where i would approve of scientific study and where i would not but i will say this before one experiments with the universe to find out all its secrets one should ask why they want this knowledge before one alters the body they have been given they should ask themseles why their body is not satisfactory too them as it is i cannot make any general rules that will cover all the cases but i will say that each person should pray for guidance when trying to unravel the mysteries of the universe and should cease their unravelling if they have reason to believe their search is displeasing to god
"It's not a cycle.  Free helium will escape from the atmosphere due to
its high velocity.  It won't be practical to recover it.  It has
to be mined.


-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med,it s not a cycle free helium will escape from the atmosphere due to its high velocity it won t be practical to recover it it has to be mined gordon banks n jxp skepticism is the chastity of the intellect and geb cadre dsl pitt edu it is shameful to surrender it too soon
"Golgotha the whole process of the fall of man

This was precisely my point.  From a theological bent, those who lived
immediately after the flood, such as Noah, Ham, his son Cush, and his son
Nimrod had a much stronger appreciation of Divine wrath.  They also had a
stronger understanding of the True God.  In fact, this immediacy was a cause of
hardship for some, so much so that Atlas, who is seen with heavens resting on
his shoulders.  But this is not merely the physical heavens that he is lifting.
 It is to put God and the strict spirituality of His law at a distance, and
thus he became the ""Elevator of the heavens.""  This ""god"" made men able to
""feel"" as if heaven were afar off and ""as if either the God of Heaven could not
see through the dark cloud, or did not regard with displeasure the breakers of
His laws.""  It is interesting to see that it was that was titled ""Emancipator""
or ""Deliverer""  or Phoroneus. It was Nimrod who invaded the patriarchal system
and abridged the liberties of mankind, yet was worship for having given many
benefits.  He was a deliverer all right but not as we think of Christ as a
Deliverer.  One delivered from a conscious feeling of God's wrath, the other
actually performed a delivery from Gods wrath and it is up to us to accept it
as true.


I don't see the problem.  From the time of Adam, those who looked forward to
the coming ""Anointed One"" and put their faith in the fact that it was God who
was to do the provision, were accounted as righteous.  But up to the
Crucifixion, their sins were only covered, not taken away.  Therefore, the
dispensation of the Church views the accountability of sin the same, but see it
as a completed action.  Rom's makes it clear that it has always been salvation
via faith and nothing else.


I understand what you're trying to convey, but I don't think I'd lay hold of it
because the scriptures do equate the eternality of the second death with the
eternality of, say the Church ruling with Christ.  Jn 17 tells us what eternal
life is exactly, as you are correct that it is much more than non-cessation of
consciousness.  


It depends upon your def of ""lost.""  The elect were lost only in time as
outside of time they had been chosen from the foundation of the world. 
Existentially we were all born ""lost"", but the ""righteous"" were ""in Christ"" and
therefore never *assuredly* lost.  

Maybe this summer I could find time to put together a paper on it.  I simply
have to buy more books for myself, and these older books are very expensive. 
Either that or countless trips to the oriental museum.


Couldn't agree with you more.  Our understanding, of say eschatology, is
clearly clearer than that of, say Isaiah.  But that is not what I was referring
to.



No, I understand it as you have said. This was my point.


Ah!  This is it.  This is the big question.  However, I would say, again I
think, that the best lie is one that has an appreciable amount of truth to it. 
Look at Satan's twist of God's Word when he coerced Eve.  That is a very
interesting study.

 >The similarity in the midst of great variety of

Yes, that is my point.  But it is a two edged sword. For some do not want the
underlying reality to be revealed.  They were not known as ""mystery"" religions
for no reason.  There was the public side of them and there was the private
side, that was so protected that the initiates to an oath of death if they
revealed that private side.  That is why it is so hard to bring their teachings
to light. The ""Mystery of Iniquity"" that we find in the Bible, correlates to
this I think.  The primary object of the mysteries was to introduce privately,
little by little, under the seal of secrecy and sanction of oath, what it would
not have been safe to openly profess was the true religion.  Case in point
today might be the Masons.  (Just a note, that they too worshipped Osiris in
Egypt, who can be traced to Nimrod, the ""husband son."")


No, I disagree with you here Gerry.  I know what you're alluding to in that the
church, primarily the RCC, did endorse Aristotelian philosophy into their
worldview, but I would disagree with you that it originated in Greece.  If you
are a student of history, you will come to see that much of what Greece came to
expound to the world as their original, was just an adulteration of that which
they had taken from conquered countries.  The soul is clearly mentioned and
discussed at length in the Egyptian religions. As was the unity of God and also
the trinity of God.  See if you can find Wilkinson's ""Egyptians.""  He really
does a number on what the Greeks did to what they ""pilfered"" from the
Egyptians. 


I'm not knocking Aristotle or Plato or any other Greek thinker.  Its just that
""there is nothing new under the sun.""

",soc.religion.christian,golgotha the whole process of the fall of man this was precisely my point from a theological bent those who lived immediately after the flood such as noah ham his son cush and his son nimrod had a much stronger appreciation of divine wrath they also had a stronger understanding of the true god in fact this immediacy was a cause of hardship for some so much so that atlas who is seen with heavens resting on his shoulders but this is not merely the physical heavens that he is lifting it is to put god and the strict spirituality of his law at a distance and thus he became the elevator of the heavens this god made men able to feel as if heaven were afar off and as if either the god of heaven could not see through the dark cloud or did not regard with displeasure the breakers of his laws it is interesting to see that it was that was titled emancipator or deliverer or phoroneus it was nimrod who invaded the patriarchal system and abridged the liberties of mankind yet was worship for having given many benefits he was a deliverer all right but not as we think of christ as a deliverer one delivered from a conscious feeling of god s wrath the other actually performed a delivery from gods wrath and it is up to us to accept it as true i don t see the problem from the time of adam those who looked forward to the coming anointed one and put their faith in the fact that it was god who was to do the provision were accounted as righteous but up to the crucifixion their sins were only covered not taken away therefore the dispensation of the church views the accountability of sin the same but see it as a completed action rom s makes it clear that it has always been salvation via faith and nothing else i understand what you re trying to convey but i don t think i d lay hold of it because the scriptures do equate the eternality of the second death with the eternality of say the church ruling with christ jn tells us what eternal life is exactly as you are correct that it is much more than non cessation of consciousness it depends upon your def of lost the elect were lost only in time as outside of time they had been chosen from the foundation of the world existentially we were all born lost but the righteous were in christ and therefore never assuredly lost maybe this summer i could find time to put together a paper on it i simply have to buy more books for myself and these older books are very expensive either that or countless trips to the oriental museum couldn t agree with you more our understanding of say eschatology is clearly clearer than that of say isaiah but that is not what i was referring to no i understand it as you have said this was my point ah this is it this is the big question however i would say again i think that the best lie is one that has an appreciable amount of truth to it look at satan s twist of god s word when he coerced eve that is a very interesting study the similarity in the midst of great variety of yes that is my point but it is a two edged sword for some do not want the underlying reality to be revealed they were not known as mystery religions for no reason there was the public side of them and there was the private side that was so protected that the initiates to an oath of death if they revealed that private side that is why it is so hard to bring their teachings to light the mystery of iniquity that we find in the bible correlates to this i think the primary object of the mysteries was to introduce privately little by little under the seal of secrecy and sanction of oath what it would not have been safe to openly profess was the true religion case in point today might be the masons just a note that they too worshipped osiris in egypt who can be traced to nimrod the husband son no i disagree with you here gerry i know what you re alluding to in that the church primarily the rcc did endorse aristotelian philosophy into their worldview but i would disagree with you that it originated in greece if you are a student of history you will come to see that much of what greece came to expound to the world as their original was just an adulteration of that which they had taken from conquered countries the soul is clearly mentioned and discussed at length in the egyptian religions as was the unity of god and also the trinity of god see if you can find wilkinson s egyptians he really does a number on what the greeks did to what they pilfered from the egyptians i m not knocking aristotle or plato or any other greek thinker its just that there is nothing new under the sun
"Apple dealerships once had kits to replace the soldered in batteries with a battery 
holder.",comp.sys.mac.hardware,apple dealerships once had kits to replace the soldered in batteries with a battery holder
